00.000,-0.168
00.004,-0.158
00.008,-0.138
00.012,-0.140
00.016,-0.142
00.020,-0.160
00.024,-0.172
00.028,-0.165
00.032,-0.145
00.036,-0.138
00.040,-0.128
00.044,-0.130
00.048,-0.133
00.052,-0.145
00.056,-0.150
00.060,-0.165
00.064,-0.152
00.068,-0.140
00.072,-0.115
00.076,-0.113
00.080,-0.122
00.084,-0.130
00.088,-0.140
00.092,-0.145
00.096,-0.140
00.100,-0.135
00.104,-0.128
00.108,-0.122
00.112,-0.120
00.116,-0.117
00.120,-0.147
00.124,-0.155
00.128,-0.138
00.132,-0.142
00.136,-0.145
00.140,-0.130
00.144,-0.115
00.148,-0.125
00.152,-0.133
00.156,-0.147
00.160,-0.155
00.164,-0.155
00.168,-0.142
00.172,-0.140
00.176,-0.130
00.180,-0.142
00.184,-0.152
00.188,-0.160
00.192,-0.170
00.196,-0.170
00.200,-0.172
00.204,-0.158
00.208,-0.152
00.212,-0.147
00.216,-0.175
00.220,-0.177
00.224,-0.190
00.228,-0.195
00.232,-0.193
00.236,-0.188
00.240,-0.185
00.244,-0.193
00.248,-0.195
00.252,-0.212
00.256,-0.217
00.260,-0.225
00.264,-0.228
00.268,-0.223
00.272,-0.205
00.276,-0.193
00.280,-0.195
00.284,-0.228
00.288,-0.223
00.292,-0.233
00.296,-0.228
00.300,-0.217
00.304,-0.203
00.308,-0.205
00.312,-0.198
00.316,-0.205
00.320,-0.203
00.324,-0.205
00.328,-0.210
00.332,-0.203
00.336,-0.193
00.340,-0.188
00.344,-0.185
00.348,-0.188
00.352,-0.188
00.356,-0.203
00.360,-0.203
00.364,-0.193
00.368,-0.190
00.372,-0.185
00.376,-0.168
00.380,-0.170
00.384,-0.188
00.388,-0.188
00.392,-0.182
00.396,-0.190
00.400,-0.168
00.404,-0.152
00.408,-0.150
00.412,-0.150
00.416,-0.163
00.420,-0.165
00.424,-0.172
00.428,-0.170
00.432,-0.177
00.436,-0.163
00.440,-0.152
00.444,-0.147
00.448,-0.155
00.452,-0.165
00.456,-0.175
00.460,-0.180
00.464,-0.168
00.468,-0.122
00.472,-0.107
00.476,-0.072
00.480,-0.037
00.484,0.005
00.488,0.070
00.492,0.117
00.496,0.152
00.500,0.165
00.504,0.122
00.508,0.043
00.512,-0.060
00.516,-0.207
00.520,-0.333
00.524,-0.427
00.528,-0.515
00.532,-0.555
00.536,-0.593
00.540,-0.610
00.544,-0.615
00.548,-0.595
00.552,-0.568
00.556,-0.525
00.560,-0.490
00.564,-0.445
00.568,-0.415
00.572,-0.380
00.576,-0.352
00.580,-0.343
00.584,-0.318
00.588,-0.295
00.592,-0.278
00.596,-0.253
00.600,-0.237
00.604,-0.217
00.608,-0.200
00.612,-0.195
00.616,-0.190
00.620,-0.203
00.624,-0.223
00.628,-0.210
00.632,-0.195
00.636,-0.200
00.640,-0.180
00.644,-0.172
00.648,-0.180
00.652,-0.188
00.656,-0.195
00.660,-0.210
00.664,-0.195
00.668,-0.185
00.672,-0.175
00.676,-0.172
00.680,-0.165
00.684,-0.170
00.688,-0.177
00.692,-0.180
00.696,-0.175
00.700,-0.172
00.704,-0.160
00.708,-0.160
00.712,-0.150
00.716,-0.152
00.720,-0.158
00.724,-0.168
00.728,-0.158
00.732,-0.158
00.736,-0.145
00.740,-0.125
00.744,-0.117
00.748,-0.120
00.752,-0.130
00.756,-0.133
00.760,-0.130
00.764,-0.113
00.768,-0.090
00.772,-0.065
00.776,-0.052
00.780,-0.052
00.784,-0.030
00.788,-0.028
00.792,-0.013
00.796,-0.003
00.800,0.013
00.804,0.030
00.808,0.043
00.812,0.043
00.816,0.048
00.820,0.040
00.824,0.055
00.828,0.070
00.832,0.083
00.836,0.117
00.840,0.135
00.844,0.150
00.848,0.145
00.852,0.145
00.856,0.152
00.860,0.152
00.864,0.158
00.868,0.175
00.872,0.195
00.876,0.200
00.880,0.190
00.884,0.163
00.888,0.152
00.892,0.135
00.896,0.125
00.900,0.117
00.904,0.117
00.908,0.117
00.912,0.092
00.916,0.068
00.920,0.033
00.924,0.003
00.928,-0.010
00.932,-0.025
00.936,-0.020
00.940,-0.015
00.944,-0.022
00.948,-0.037
00.952,-0.050
00.956,-0.077
00.960,-0.085
00.964,-0.100
00.968,-0.090
00.972,-0.087
00.976,-0.087
00.980,-0.090
00.984,-0.102
00.988,-0.117
00.992,-0.128
00.996,-0.130
01.000,-0.115
01.004,-0.120
01.008,-0.115
01.012,-0.117
01.016,-0.115
01.020,-0.122
01.024,-0.135
01.028,-0.140
01.032,-0.138
01.036,-0.130
01.040,-0.120
01.044,-0.130
01.048,-0.135
01.052,-0.140
01.056,-0.155
01.060,-0.145
01.064,-0.155
01.068,-0.138
01.072,-0.138
01.076,-0.128
01.080,-0.133
01.084,-0.145
01.088,-0.165
01.092,-0.155
01.096,-0.152
01.100,-0.142
01.104,-0.140
01.108,-0.142
01.112,-0.133
01.116,-0.142
01.120,-0.158
01.124,-0.158
01.128,-0.160
01.132,-0.150
01.136,-0.135
01.140,-0.125
01.144,-0.122
01.148,-0.128
01.152,-0.147
01.156,-0.150
01.160,-0.155
01.164,-0.147
01.168,-0.142
01.172,-0.135
01.176,-0.125
01.180,-0.133
01.184,-0.130
01.188,-0.145
01.192,-0.155
01.196,-0.147
01.200,-0.140
01.204,-0.130
01.208,-0.130
01.212,-0.135
01.216,-0.138
01.220,-0.155
01.224,-0.170
01.228,-0.165
01.232,-0.170
01.236,-0.158
01.240,-0.147
01.244,-0.145
01.248,-0.152
01.252,-0.152
01.256,-0.142
01.260,-0.155
01.264,-0.147
01.268,-0.142
01.272,-0.138
01.276,-0.130
01.280,-0.128
01.284,-0.135
01.288,-0.138
01.292,-0.160
01.296,-0.160
01.300,-0.142
01.304,-0.140
01.308,-0.125
01.312,-0.133
01.316,-0.145
01.320,-0.142
01.324,-0.160
01.328,-0.152
01.332,-0.152
01.336,-0.133
01.340,-0.130
01.344,-0.125
01.348,-0.135
01.352,-0.135
01.356,-0.152
01.360,-0.147
01.364,-0.152
01.368,-0.152
01.372,-0.138
01.376,-0.130
01.380,-0.125
01.384,-0.142
01.388,-0.152
01.392,-0.163
01.396,-0.152
01.400,-0.147
01.404,-0.142
01.408,-0.138
01.412,-0.135
01.416,-0.145
01.420,-0.150
01.424,-0.165
01.428,-0.170
01.432,-0.158
01.436,-0.160
01.440,-0.140
01.444,-0.135
01.448,-0.135
01.452,-0.147
01.456,-0.142
01.460,-0.152
01.464,-0.155
01.468,-0.133
01.472,-0.130
